,State,premature_deathYears_of_Potential_Life_Lost_Rate,adult_smoking_% Smokers,excessive_drinking_% Excessive Drinking,food_environment_index_Food Environment Index,uninsured_% Uninsured,unemployed_% Unemployed,nr of FFchains,poor_physical_health_days_Average Number of Physically Unhealthy Days,poor_mental_health_days_Average Number of Mentally Unhealthy Days,per_gop,is_obese
764,Indiana,5600.0,21,17,7.6,10.0,3,2.0,4.1,4.7,0.3494956532754826,False
765,Indiana,8262.0,24,18,7.9,10.0,3,0.0,4.1,4.9,0.736073962088615,False
766,Indiana,8323.0,25,17,8.1,9.0,3,7.0,4.1,4.8,0.7608617494952847,True
767,Indiana,9012.0,27,18,7.8,13.0,4,0.0,4.6,5.2,0.7498103474434835,True
768,Indiana,8312.0,24,19,8.6,11.0,3,6.0,4.2,4.8,0.7397081813444503,True
770,Indiana,9897.0,27,17,7.3,10.0,3,4.0,4.7,5.3,0.7282608695652174,True
771,Indiana,8952.0,27,18,7.9,11.0,4,1.0,4.7,5.0,0.7356623586429726,False
772,Indiana,6991.0,26,17,7.5,12.0,3,0.0,4.5,5.1,0.7699329624875196,True
773,Indiana,7146.0,25,18,7.5,8.0,3,4.0,4.4,4.9,0.6128181609722541,True
774,Indiana,7471.0,25,18,8.2,9.0,3,0.0,4.3,5.0,0.7543408360128617,True
775,Indiana,6911.0,21,21,8.0,8.0,3,12.0,3.9,4.4,0.5202695673282549,True
776,Indiana,6933.0,22,19,8.2,6.0,2,0.0,4.0,4.6,0.695527349652463,True
777,Indiana,11204.0,25,18,8.1,10.0,3,0.0,4.4,5.0,0.7313124354116431,True
778,Indiana,6967.0,23,19,8.2,8.0,3,4.0,4.2,4.7,0.7397722479966259,False
779,Indiana,10978.0,26,18,7.4,10.0,3,3.0,4.4,5.0,0.7508581752484191,True
780,Indiana,8190.0,23,18,8.4,9.0,3,4.0,4.2,4.9,0.7890827552378951,False
781,Indiana,8001.0,26,18,8.0,10.0,2,0.0,4.5,5.2,0.7608421583459405,False
782,Indiana,8466.0,21,17,7.3,10.0,3,14.0,4.2,5.0,0.4613408771412208,True
783,Indiana,12493.0,27,17,7.8,9.0,3,1.0,4.7,5.2,0.7211888593642358,True
784,Indiana,9453.0,24,17,8.2,8.0,2,2.0,4.3,5.0,0.7287279275674053,True
785,Indiana,7644.0,24,19,8.6,9.0,3,0.0,4.1,4.8,0.6831646392422694,True
786,Indiana,10194.0,27,18,7.9,10.0,4,4.0,4.8,5.2,0.7255587949465501,True
787,Indiana,5941.0,23,19,7.9,10.0,2,8.0,4.1,4.7,0.7008414800148497,False
788,Indiana,9438.0,26,19,7.8,10.0,4,0.0,4.5,5.0,0.7439404047142539,True
789,Indiana,10652.0,28,18,7.6,11.0,3,0.0,4.9,5.3,0.7542128069330766,True
790,Indiana,6318.0,20,17,7.6,10.0,2,17.0,3.9,4.6,0.4840023513604299,False
791,Indiana,7406.0,22,19,8.4,9.0,2,0.0,4.0,4.6,0.7528339083292263,True
793,Indiana,9139.0,23,20,7.6,10.0,3,20.0,4.0,5.1,0.538796322525817,True
794,Indiana,9617.0,25,19,7.3,8.0,5,3.0,4.3,5.0,0.692955487234327,True
795,Indiana,9109.0,25,17,6.5,10.0,4,5.0,4.3,5.0,0.5630361976418773,True
796,Indiana,8856.0,24,18,7.9,9.0,3,1.0,4.2,5.0,0.73848898648185,True
797,Indiana,5597.0,23,19,8.4,7.0,3,0.0,4.0,4.7,0.7605098389982111,True
798,Indiana,6587.0,20,18,8.4,7.0,2,4.0,3.6,4.4,0.6304058647905643,True
799,Indiana,10373.0,26,18,7.8,10.0,3,2.0,4.6,5.3,0.7508031963094159,True
800,Indiana,12777.0,25,19,7.3,11.0,3,9.0,4.6,5.0,0.6346688825463348,True
801,Indiana,7798.0,23,18,8.4,8.0,2,6.0,4.2,4.8,0.7725978647686833,False
802,Indiana,8824.0,23,19,8.3,12.0,2,1.0,4.1,4.6,0.7126097080422712,False
803,Indiana,5972.0,21,19,8.6,8.0,2,7.0,3.7,4.5,0.7326270221007063,False
805,Iowa,7283.0,20,25,8.9,5.0,2,0.0,3.3,3.6,0.6983480967201341,False
807,Iowa,6879.0,20,23,9.0,9.0,3,0.0,3.4,3.8,0.6379682026407977,True
808,Iowa,8388.0,21,23,7.9,6.0,3,0.0,3.6,4.0,0.6924493554327809,True
809,Iowa,10163.0,20,25,8.9,7.0,2,0.0,3.3,3.8,0.6710526315789473,False
810,Iowa,6121.0,20,27,9.0,5.0,3,2.0,3.2,3.6,0.6275099030187133,True
811,Iowa,6998.0,19,26,7.8,6.0,3,10.0,3.4,3.8,0.4450918264682474,False
812,Iowa,4714.0,18,24,8.8,5.0,2,1.0,3.3,3.6,0.5668187744458931,True
813,Iowa,4316.0,16,26,9.4,4.0,2,2.0,2.7,3.2,0.5701911178330813,True
814,Iowa,5764.0,19,26,8.8,5.0,2,2.0,3.1,3.7,0.5958789678856506,True
815,Iowa,4974.0,20,22,8.9,10.0,2,4.0,3.6,3.4,0.6190767723766377,True
816,Iowa,7815.0,19,25,8.0,5.0,3,0.0,3.2,3.6,0.6843665102494443,True
817,Iowa,6416.0,20,25,8.9,6.0,2,0.0,3.4,3.7,0.701597565614302,True
818,Iowa,6108.0,19,26,9.2,5.0,1,7.0,3.1,3.5,0.682576091751213,True
819,Iowa,8789.0,21,22,8.1,7.0,2,1.0,3.5,3.8,0.6829301814183617,True
820,Iowa,4147.0,18,26,9.0,4.0,2,2.0,2.9,3.5,0.5756330000934318,True
821,Iowa,7973.0,18,22,8.5,5.0,2,7.0,3.2,3.6,0.5227511449098777,True
822,Iowa,5873.0,19,25,8.9,6.0,2,0.0,3.2,3.6,0.6896287204664008,True
823,Iowa,7040.0,19,26,8.8,7.0,2,0.0,3.3,3.7,0.6496757653445936,False
824,Iowa,9092.0,20,23,8.6,6.0,2,3.0,3.4,3.8,0.6732334047109207,True
825,Iowa,5285.0,19,24,8.5,5.0,2,3.0,3.4,3.8,0.684245735310514,False
826,Iowa,5832.0,20,25,8.9,6.0,3,0.0,3.4,3.7,0.6364394413174901,True
827,Iowa,7360.0,20,28,8.3,5.0,3,6.0,3.3,3.9,0.541216024628347,True
828,Iowa,6797.0,20,23,8.0,11.0,3,1.0,3.7,3.8,0.6785015376013419,True
829,Iowa,4265.0,13,25,9.6,4.0,2,0.0,2.4,3.0,0.4995715968726572,False
830,Iowa,6789.0,21,24,8.5,11.0,2,0.0,3.6,4.0,0.7391516333495856,False
831,Iowa,9146.0,22,22,8.0,8.0,2,0.0,3.8,4.2,0.687434279705573,True
832,Iowa,5742.0,20,27,9.1,6.0,2,0.0,3.3,3.5,0.6664000799760071,True
833,Iowa,7182.0,22,26,7.7,5.0,4,3.0,3.7,3.9,0.5307676889156143,True
834,Iowa,6276.0,17,25,8.8,5.0,2,2.0,3.0,3.4,0.6615083600142299,False
835,Iowa,5442.0,17,28,8.6,4.0,2,15.0,3.1,3.4,0.5046545265734526,True
836,Iowa,7662.0,19,23,8.2,7.0,2,1.0,3.5,3.8,0.6727797238821348,True
837,Iowa,6390.0,20,25,8.7,6.0,3,0.0,3.5,3.8,0.6032790104064402,True
838,Iowa,6089.0,20,24,8.1,7.0,3,0.0,3.5,3.8,0.5891434262948207,True
839,Iowa,6511.0,20,25,8.7,7.0,2,0.0,3.6,3.9,0.6670565302144249,True
840,Iowa,9376.0,21,27,7.2,5.0,2,0.0,3.4,3.8,0.7028778843660877,True
841,Iowa,5794.0,19,24,8.6,5.0,2,0.0,3.5,3.7,0.6373343879770615,True
842,Iowa,6491.0,17,26,9.3,4.0,2,0.0,2.9,3.4,0.6774326553051127,True
843,Iowa,4622.0,20,26,8.7,6.0,3,0.0,3.3,3.7,0.6705383770208758,True
844,Iowa,6357.0,17,26,8.6,5.0,2,0.0,3.1,3.6,0.6239456124889841,True
845,Iowa,4265.0,18,24,8.9,5.0,2,1.0,3.0,3.6,0.7112767336357745,True
846,Iowa,5686.0,19,24,8.9,6.0,3,0.0,3.3,3.7,0.6507954166203137,True
847,Iowa,6485.0,20,24,8.6,5.0,2,0.0,3.3,3.8,0.6828939301042305,True
848,Iowa,5440.0,19,24,8.0,6.0,2,2.0,3.4,3.6,0.6518733720697255,True
849,Iowa,6014.0,20,24,8.0,6.0,2,0.0,3.4,3.9,0.6306978620411456,True
850,Iowa,6296.0,20,23,8.5,6.0,2,0.0,3.3,3.7,0.7169138351792754,False
851,Iowa,6381.0,20,25,9.0,5.0,2,0.0,3.3,3.6,0.7482462977396727,False
852,Iowa,5579.0,19,25,9.0,4.0,2,0.0,3.3,3.6,0.6168137959351263,True
853,Iowa,7300.0,20,26,8.4,6.0,3,2.0,3.4,3.7,0.6232599910193085,True
854,Iowa,6736.0,20,25,8.6,4.0,2,5.0,3.4,3.7,0.598692033293698,True
855,Iowa,5214.0,18,21,8.4,8.0,2,2.0,3.2,3.5,0.4959258845853332,False
856,Iowa,4274.0,14,23,8.9,6.0,2,3.0,3.1,3.6,0.2734016290801541,False
857,Iowa,4728.0,20,26,8.6,5.0,3,0.0,3.4,3.7,0.598052598052598,True
858,Iowa,6415.0,21,26,8.2,6.0,3,0.0,3.3,3.9,0.7160098057703187,True
859,Iowa,5832.0,19,25,7.7,5.0,2,0.0,3.1,3.6,0.6903190319031903,True
860,Iowa,8946.0,21,26,7.8,5.0,3,7.0,3.5,3.8,0.5840205569499223,True
861,Iowa,5827.0,18,23,8.8,4.0,2,7.0,3.2,3.7,0.4186790942898837,True
862,Iowa,8462.0,21,24,9.2,9.0,3,0.0,3.6,3.8,0.6564141035258815,True
863,Iowa,8237.0,21,23,8.1,5.0,2,0.0,3.5,3.9,0.7099352051835853,True
864,Iowa,5360.0,19,27,9.4,7.0,1,0.0,3.0,3.6,0.83156054203701,True
865,Iowa,5793.0,18,24,8.9,5.0,3,0.0,3.0,3.4,0.6623574918566775,True
866,Iowa,5952.0,21,23,8.1,5.0,2,0.0,3.5,3.9,0.7275517362329007,False
867,Iowa,5960.0,17,23,8.8,4.0,2,2.0,3.2,3.6,0.6584338602329451,True
868,Iowa,6689.0,19,23,8.5,8.0,4,1.0,3.6,3.8,0.5277348919276577,True
869,Iowa,6416.0,18,25,8.9,5.0,2,1.0,3.1,3.6,0.6754958877600387,False
870,Iowa,5191.0,20,24,8.6,7.0,1,0.0,3.3,3.8,0.6315699072483683,True
871,Iowa,8664.0,21,23,8.2,6.0,3,0.0,3.7,3.9,0.6869712351945855,True
872,Iowa,7230.0,22,24,8.2,6.0,3,0.0,3.7,4.0,0.7277397260273972,False
873,Iowa,8908.0,22,24,7.9,6.0,2,1.0,3.7,4.0,0.6868781678242913,False
874,Iowa,6218.0,19,24,8.8,6.0,2,1.0,3.2,3.6,0.5235837646944995,True
875,Iowa,5840.0,20,24,8.4,6.0,2,1.0,3.3,3.6,0.776188584293471,False
876,Iowa,7732.0,20,25,8.8,7.0,1,0.0,3.4,3.8,0.8082932692307693,True
877,Iowa,6196.0,20,25,7.7,6.0,2,0.0,3.2,3.6,0.7065621679064825,True
878,Iowa,9614.0,18,26,8.5,5.0,2,0.0,3.0,3.5,0.6797095603065753,True
879,Iowa,6065.0,18,25,9.3,5.0,2,1.0,3.0,3.4,0.7394981674654638,True
880,Iowa,6506.0,21,25,8.3,7.0,1,0.0,3.5,3.9,0.7392100444676956,True
881,Iowa,6409.0,17,25,8.8,6.0,2,18.0,3.1,3.6,0.4127456474271028,True
882,Iowa,8141.0,21,25,8.0,6.0,2,2.0,3.5,3.9,0.5737801678908709,True
883,Iowa,6283.0,19,25,8.8,5.0,2,0.0,3.1,3.6,0.5578895463510848,True
885,Iowa,8153.0,19,24,8.2,6.0,2,0.0,3.2,3.7,0.7336946702800361,True
886,Iowa,6615.0,17,22,8.8,5.0,3,3.0,3.2,3.5,0.471743755332131,True
887,Iowa,5998.0,18,26,8.4,6.0,2,0.0,3.2,3.8,0.691243561442237,True
888,Iowa,3937.0,17,24,9.6,7.0,1,1.0,2.9,3.2,0.8230539079313421,False
889,Iowa,4584.0,16,24,8.3,6.0,1,4.0,3.3,3.5,0.3985265880324464,False
890,Iowa,9485.0,20,25,8.5,8.0,3,0.0,3.4,3.8,0.5860963748894783,True
891,Iowa,7418.0,21,22,9.0,7.0,1,0.0,3.6,3.9,0.7580794090489381,True
892,Iowa,8494.0,22,22,8.0,6.0,3,1.0,3.8,4.2,0.6483427647534358,True
893,Iowa,7339.0,22,24,7.0,9.0,2,0.0,3.5,3.9,0.7541545766288579,True
894,Iowa,8710.0,22,21,6.7,7.0,3,6.0,3.8,4.0,0.6087123392822875,False
895,Iowa,5385.0,16,26,9.2,4.0,2,6.0,2.9,3.4,0.5728921679177809,True
896,Iowa,6763.0,20,24,9.1,7.0,2,1.0,3.2,3.7,0.5925201869953252,True
897,Iowa,7360.0,23,24,7.2,7.0,2,0.0,3.9,4.3,0.752010292698617,True
898,Iowa,7967.0,21,26,7.9,5.0,3,6.0,3.7,3.9,0.6137358321176074,True
899,Iowa,5511.0,19,24,8.6,5.0,2,0.0,3.1,3.6,0.6209380234505862,True
900,Iowa,3058.0,17,28,9.0,4.0,2,2.0,2.9,3.5,0.5168269230769231,False
901,Iowa,7179.0,21,21,8.1,8.0,2,5.0,3.4,3.7,0.5673471187337419,True
903,Iowa,5692.0,20,25,8.7,7.0,2,0.0,3.5,3.6,0.6613367444835305,True
905,Kansas,9606.0,21,18,6.1,9.0,3,0.0,4.1,4.8,0.7112290311537145,True
906,Kansas,9250.0,22,20,7.5,11.0,3,0.0,4.0,4.6,0.7725806451612903,True
907,Kansas,7601.0,23,18,7.4,7.0,5,1.0,4.2,4.4,0.6600109409190372,True
909,Kansas,7405.0,21,18,7.3,12.0,3,0.0,4.1,4.5,0.7736520390475322,True
910,Kansas,8683.0,23,17,6.9,10.0,4,0.0,4.2,5.1,0.749618320610687,True
911,Kansas,10060.0,21,18,7.9,10.0,3,2.0,4.2,4.6,0.7292993630573248,True
912,Kansas,6972.0,19,17,8.0,8.0,3,2.0,3.7,4.2,0.6964878232016528,True
914,Kansas,9345.0,24,19,6.3,15.0,3,0.0,4.4,4.9,0.8549571603427173,True
915,Kansas,10406.0,23,18,7.4,11.0,3,5.0,4.2,4.7,0.7403018446059251,True
918,Kansas,6778.0,19,19,8.0,9.0,3,1.0,3.5,4.1,0.7568940493468795,False
919,Kansas,8982.0,21,18,7.2,9.0,3,1.0,4.1,4.6,0.7623382846190704,True
920,Kansas,8110.0,19,19,7.3,7.0,4,0.0,3.7,4.3,0.7659622302158273,True
922,Kansas,9995.0,22,18,6.8,10.0,3,1.0,4.0,4.6,0.6787434404428151,True
923,Kansas,8461.0,22,17,6.4,11.0,3,2.0,4.1,4.5,0.6008493838975955,False
925,Kansas,7161.0,22,19,7.8,10.0,3,1.0,3.9,4.4,0.7619511139952412,True
926,Kansas,7158.0,22,19,6.3,9.0,3,0.0,3.9,4.6,0.8026673924877518,True
927,Kansas,5356.0,16,19,7.9,8.0,2,7.0,3.5,4.2,0.2908759124087591,False
930,Kansas,5806.0,19,21,7.9,8.0,2,0.0,3.7,4.3,0.7087623139026739,False
931,Kansas,5547.0,20,19,7.5,9.0,2,0.0,3.8,4.2,0.7505345687811832,True
932,Kansas,6908.0,20,15,7.9,16.0,2,2.0,4.1,4.2,0.6173905459619745,True
933,Kansas,6574.0,20,16,8.2,17.0,2,1.0,4.4,4.4,0.651186440677966,False
934,Kansas,6703.0,20,19,6.9,8.0,3,0.0,3.9,4.4,0.6798399608067281,True
935,Kansas,9848.0,20,16,6.8,8.0,4,2.0,3.9,4.4,0.5577274191816132,True
938,Kansas,7496.0,19,17,8.9,15.0,2,0.0,4.0,4.1,0.7789559543230016,True
939,Kansas,5582.0,20,19,7.9,16.0,2,0.0,3.6,4.3,0.8352678571428571,False
941,Kansas,11942.0,21,19,6.4,11.0,3,0.0,4.1,4.6,0.7933993399339934,True
943,Kansas,11501.0,22,18,7.4,13.0,2,0.0,4.0,4.5,0.8103579588728104,True
944,Kansas,7403.0,18,19,8.0,9.0,2,2.0,3.4,4.0,0.58794176353176,False
947,Kansas,7221.0,21,19,8.0,10.0,2,1.0,3.8,4.6,0.6856833642547928,True
948,Kansas,6562.0,19,20,8.7,9.0,3,0.0,3.5,4.2,0.6463834672789897,True
950,Kansas,4424.0,13,20,8.8,7.0,2,16.0,2.7,3.5,0.4454414315399014,False
952,Kansas,15535.0,18,19,7.8,9.0,3,0.0,3.5,4.0,0.7895138712140494,False
954,Kansas,9003.0,23,18,7.1,11.0,4,0.0,4.2,4.6,0.6701925362491087,True
956,Kansas,6217.0,18,20,7.6,7.0,3,2.0,3.5,4.1,0.591942406202409,True
958,Kansas,9957.0,24,17,7.3,11.0,5,0.0,4.3,4.8,0.8035896389965327,True
960,Kansas,6978.0,19,19,7.7,12.0,3,0.0,4.0,4.3,0.5418440757598003,True
961,Kansas,6479.0,19,20,8.0,8.0,2,2.0,3.5,4.2,0.6895010095183155,False
962,Kansas,7442.0,20,19,7.8,10.0,3,1.0,3.8,4.4,0.7332886580666779,True
963,Kansas,7858.0,20,20,8.1,8.0,2,1.0,3.6,4.4,0.7290463866215409,True
964,Kansas,11057.0,20,18,7.1,14.0,2,0.0,4.0,4.5,0.8345323741007195,True
965,Kansas,6678.0,18,22,8.5,7.0,3,0.0,3.4,4.0,0.6874716295960055,True
966,Kansas,6776.0,20,20,7.8,9.0,2,0.0,3.7,4.2,0.807502467917078,False
967,Kansas,10422.0,24,15,6.9,12.0,4,1.0,4.3,4.5,0.7412916445321394,True
970,Kansas,6142.0,19,21,8.2,8.0,2,0.0,3.5,4.3,0.8199111111111111,True
971,Kansas,8499.0,21,18,7.5,10.0,4,3.0,4.2,4.8,0.723336853220697,True
973,Kansas,10414.0,21,20,7.5,11.0,2,0.0,3.9,4.3,0.8271966527196652,False
974,Kansas,7052.0,21,19,7.7,9.0,3,0.0,3.9,4.4,0.7083491701507665,True
976,Kansas,8615.0,19,20,8.0,9.0,2,0.0,3.7,4.2,0.8170307059195948,True
977,Kansas,8419.0,21,19,7.9,8.0,2,0.0,3.9,4.5,0.7477876106194691,True
978,Kansas,6669.0,20,20,7.6,11.0,2,0.0,3.8,4.3,0.8677325581395349,True
979,Kansas,4653.0,18,19,8.8,7.0,2,1.0,3.3,4.2,0.7215762777994538,True
980,Kansas,9603.0,20,19,8.1,10.0,2,2.0,3.8,4.2,0.7516435354273192,False
982,Kansas,7780.0,21,17,7.6,11.0,3,3.0,4.2,4.5,0.6587630757937236,True
983,Kansas,12136.0,19,21,7.7,10.0,2,0.0,3.7,4.2,0.8217934165720772,True
984,Kansas,6515.0,20,19,7.6,11.0,2,0.0,3.9,4.5,0.7534278959810875,True
985,Kansas,4971.0,17,17,6.5,8.0,2,3.0,3.6,4.1,0.4684133305386711,False
986,Kansas,6588.0,20,20,8.2,11.0,3,1.0,3.7,4.3,0.8620819240886884,True
988,Kansas,9184.0,20,20,7.8,11.0,2,0.0,3.6,4.4,0.8063575386410032,True
989,Kansas,8175.0,19,19,7.8,10.0,3,5.0,3.6,4.0,0.640416544686546,True
990,Kansas,5565.0,19,18,9.1,12.0,1,0.0,3.6,4.2,0.8574504737295435,True
991,Kansas,8081.0,19,16,7.3,12.0,3,13.0,4.1,4.2,0.550933730426313,True
992,Kansas,6487.0,20,15,8.7,19.0,3,0.0,4.4,4.5,0.6442439694057658,True
993,Kansas,8864.0,20,16,7.5,9.0,3,8.0,3.7,4.2,0.4696012633241216,True
995,Kansas,6974.0,20,18,5.5,8.0,2,0.0,3.9,4.4,0.831275720164609,True
997,Kansas,11278.0,21,19,7.6,14.0,2,0.0,3.9,4.5,0.8086266732771443,True
999,Kansas,6671.0,21,17,8.0,17.0,2,0.0,4.3,4.5,0.8668002003004507,True
1000,Kansas,8831.0,21,18,7.4,10.0,3,1.0,3.8,4.4,0.7419983300862789,True
1001,Kansas,8605.0,19,19,7.6,10.0,2,1.0,3.6,4.3,0.8186610437532946,True
1003,Kansas,6930.0,18,20,7.5,8.0,3,0.0,3.2,4.0,0.7285677285677286,True
1007,Kansas,10541.0,23,18,7.3,10.0,4,0.0,4.2,4.9,0.7978968966401642,True
1009,Kansas,9684.0,23,16,6.5,16.0,4,5.0,5.1,5.1,0.3359282849728709,True
1011,Kentucky,8940.0,27,15,7.2,8.0,5,4.0,5.7,5.8,0.8298357664233577,True
1012,Kentucky,9882.0,28,15,7.8,7.0,4,2.0,5.5,5.4,0.8102306706535668,True
1013,Kentucky,10069.0,22,17,7.8,6.0,3,0.0,4.7,5.0,0.7289120265580202,True
1014,Kentucky,8530.0,25,16,7.7,7.0,5,0.0,5.1,5.2,0.7943195266272189,True
1015,Kentucky,8401.0,28,15,7.1,8.0,4,10.0,5.8,5.4,0.7303628389154705,True
1016,Kentucky,12757.0,29,15,7.3,8.0,6,0.0,5.8,5.9,0.7083703572063267,True
1017,Kentucky,14002.0,33,12,4.9,7.0,6,1.0,6.9,6.6,0.8104340900039825,True
1018,Kentucky,6765.0,18,18,8.5,4.0,3,40.0,4.0,4.3,0.668885638377265,True
1019,Kentucky,10173.0,25,16,7.4,8.0,3,2.0,5.1,5.2,0.6415837479270315,True
1020,Kentucky,10923.0,25,14,6.7,6.0,5,7.0,5.3,5.7,0.657211162705163,True
1021,Kentucky,7968.0,24,16,7.0,6.0,4,2.0,5.0,5.2,0.6127918220748723,False
1022,Kentucky,11660.0,26,16,8.1,6.0,4,0.0,5.1,5.3,0.8002826189354687,True
1023,Kentucky,16670.0,31,13,5.2,7.0,7,2.0,6.6,6.4,0.7534004592828122,True
1024,Kentucky,8976.0,27,16,7.4,8.0,5,1.0,5.3,5.3,0.7549259876482698,False
1025,Kentucky,7791.0,23,16,7.8,5.0,4,2.0,4.9,5.2,0.7311776751273871,True
1026,Kentucky,11702.0,28,15,7.3,8.0,4,0.0,5.8,5.7,0.809795918367347,True
1027,Kentucky,9603.0,25,17,7.5,6.0,5,1.0,5.2,5.5,0.7625116568231272,True
1028,Kentucky,7321.0,22,16,7.5,7.0,4,4.0,5.0,5.2,0.6502835538752363,True
1029,Kentucky,8235.0,20,20,7.9,4.0,3,22.0,4.4,5.2,0.5827161504153198,True
1030,Kentucky,9704.0,27,15,8.0,8.0,4,0.0,5.7,5.7,0.8184230477634572,False
1031,Kentucky,13334.0,28,15,6.1,7.0,4,3.0,5.7,5.6,0.7142166344294004,False
1032,Kentucky,11689.0,28,15,6.7,7.0,8,5.0,6.3,5.8,0.7573795960642155,True
1033,Kentucky,10764.0,29,15,7.0,8.0,4,1.0,6.4,6.0,0.8616650397434109,False
1034,Kentucky,10460.0,26,15,6.5,7.0,5,5.0,5.2,5.5,0.6319406612747769,True
1035,Kentucky,10906.0,24,16,7.8,6.0,3,0.0,4.9,5.2,0.6511384310050168,True
1036,Kentucky,12493.0,34,13,5.6,8.0,7,2.0,7.1,6.3,0.8795942563562114,True
1037,Kentucky,9493.0,30,14,7.5,9.0,5,2.0,6.4,5.9,0.8678021086780211,True
1038,Kentucky,11152.0,26,16,7.8,7.0,4,1.0,5.4,5.4,0.8135313531353136,True
1039,Kentucky,9021.0,27,15,7.7,7.0,4,0.0,5.9,5.8,0.8368087035358114,True
1040,Kentucky,8266.0,22,19,7.8,6.0,3,7.0,5.0,5.4,0.629476332501471,False
1041,Kentucky,10097.0,27,15,7.4,8.0,4,0.0,5.6,5.7,0.7873450750163079,True
1042,Kentucky,10117.0,31,14,6.5,6.0,8,0.0,6.0,5.7,0.7499165275459099,True
1043,Kentucky,13595.0,31,14,6.1,7.0,5,0.0,6.3,6.1,0.7798165137614679,True
1044,Kentucky,7181.0,18,20,7.7,8.0,3,15.0,4.4,5.0,0.3849272784346552,False
1045,Kentucky,9731.0,28,17,7.3,9.0,5,0.0,5.4,5.4,0.7829654782116582,True
1046,Kentucky,14181.0,29,13,6.2,7.0,6,6.0,6.5,6.4,0.7490980248272489,True
1047,Kentucky,9523.0,20,16,7.9,7.0,3,3.0,4.5,4.8,0.4947836759742252,True
1048,Kentucky,13049.0,29,13,6.8,6.0,5,1.0,6.1,5.8,0.6619950535861501,True
1050,Kentucky,9216.0,25,16,8.1,8.0,4,0.0,5.3,5.3,0.7757868136917069,False
1051,Kentucky,11821.0,26,16,7.3,7.0,4,1.0,5.3,5.4,0.7854699315808427,True
1052,Kentucky,8602.0,25,15,7.6,7.0,4,2.0,5.6,5.4,0.7759562841530054,True
1053,Kentucky,11132.0,28,15,6.3,7.0,5,1.0,5.8,5.7,0.7887359198998748,True
1054,Kentucky,9754.0,28,15,7.1,8.0,4,0.0,5.7,5.8,0.8324156916724019,True
1055,Kentucky,10013.0,24,16,7.1,6.0,6,2.0,5.4,5.1,0.71875,True
1056,Kentucky,8636.0,25,17,8.3,5.0,3,0.0,5.0,5.1,0.6856333115325921,True
1057,Kentucky,8306.0,22,16,7.3,5.0,4,2.0,5.0,5.1,0.6095502748207025,True
1058,Kentucky,14154.0,32,13,4.9,7.0,9,1.0,6.9,6.4,0.8537963722541245,True
1059,Kentucky,10127.0,25,15,7.9,7.0,4,3.0,5.2,5.3,0.7149791172818603,True
1060,Kentucky,9371.0,28,15,7.3,8.0,4,0.0,5.9,5.6,0.7580645161290323,False
1061,Kentucky,8790.0,25,16,7.4,6.0,3,0.0,5.2,5.3,0.6150649852635648,True
1062,Kentucky,8828.0,26,16,7.8,7.0,3,0.0,5.5,5.5,0.7204685573366214,True
1063,Kentucky,8145.0,27,14,7.7,7.0,4,0.0,5.8,5.8,0.7794452023647113,False
1064,Kentucky,9599.0,25,15,7.1,6.0,4,1.0,5.4,5.5,0.7324748977314987,True
1065,Kentucky,12222.0,30,14,6.5,7.0,6,0.0,6.2,6.1,0.8920333715033535,True
1066,Kentucky,9656.0,23,19,7.8,7.0,4,30.0,4.3,5.0,0.3896396804171441,False
1067,Kentucky,8363.0,22,16,7.7,8.0,3,1.0,4.7,5.1,0.6505327245053273,True
1068,Kentucky,12768.0,27,14,6.3,6.0,6,5.0,5.9,5.7,0.8290816326530612,True
1069,Kentucky,9555.0,20,18,7.9,6.0,3,21.0,4.6,5.1,0.5855251952602253,True
1070,Kentucky,13863.0,29,13,6.2,7.0,6,0.0,6.8,6.2,0.7645553422904671,True
1071,Kentucky,12885.0,31,14,6.4,8.0,6,1.0,6.7,6.4,0.8296541851879756,True
1072,Kentucky,8491.0,27,16,8.0,7.0,4,0.0,5.4,5.5,0.7786604574715792,True
1073,Kentucky,9816.0,26,13,7.1,7.0,4,0.0,6.0,5.6,0.8266159154779268,True
1074,Kentucky,12213.0,30,14,6.1,7.0,7,2.0,6.3,5.7,0.809920920201294,True
1075,Kentucky,12613.0,32,14,6.2,6.0,5,0.0,6.7,6.2,0.8114958943234559,True
1076,Kentucky,14193.0,30,14,6.0,7.0,8,0.0,6.5,6.1,0.8977768543527945,True
1078,Kentucky,13992.0,30,15,6.7,8.0,8,0.0,6.3,5.9,0.847526772055074,True
1079,Kentucky,10805.0,28,15,6.5,8.0,5,0.0,5.9,5.7,0.777808319589518,True
1080,Kentucky,8568.0,25,16,7.2,6.0,5,0.0,5.2,5.4,0.8013589128697043,True
1081,Kentucky,9707.0,25,16,7.5,7.0,4,1.0,5.4,5.4,0.73417004048583,True
1082,Kentucky,9389.0,24,18,7.8,7.0,4,1.0,4.9,5.1,0.7332071901608326,False
1083,Kentucky,8944.0,21,17,7.2,6.0,4,3.0,4.8,4.9,0.6503919639929655,False
1084,Kentucky,11924.0,33,12,6.1,7.0,6,1.0,6.9,6.5,0.8797763280521901,True
1085,Kentucky,10012.0,25,16,8.0,7.0,4,0.0,5.2,5.5,0.759723964868256,True
1086,Kentucky,9088.0,22,16,7.1,6.0,3,2.0,4.9,5.1,0.6223354642036536,True
